label,type,size,summary
Microsoft Research,ORG,2,"Microsoft Research is the research subsidiary of Microsoft. It was formed in 1991, with the intent to advance state-of-the-art computing and solve difficult world problems through technological innovation in collaboration with academic, government, and industry researchers. The Microsoft Research team employs more than 1,000 computer scientists, physicists, engineers, and mathematicians, including Turing Award winners, Fields Medal winners, MacArthur Fellows, and Dijkstra Prize winners.
Between 2010 and 2018, 154,000 AI patents were filed worldwide, with Microsoft having by far the largest percentage of those patents, at 20%."
Microsoft SQL Server,ORG,2,"Microsoft SQL Server is a relational database management system developed by Microsoft. As a database server, it is a software product with the primary function of storing and retrieving data as requested by other software applications—which may run either on the same computer or on another computer across a network (including the Internet).
Microsoft markets at least a dozen different editions of Microsoft SQL Server, aimed at different audiences and for workloads ranging from small single-machine applications to large Internet-facing applications with many concurrent users."
Microsoft Teams,ORG,2,"Microsoft Teams is a unified communication and collaboration platform that combines persistent workplace chat, video meetings, file storage (including collaboration on files), and application integration. The service integrates with the company's Office 365 subscription office productivity suite and features extensions that can integrate with non-Microsoft products. Microsoft Teams is a competitor to services such as Slack and is the evolution and upgrade path from Microsoft Skype for Business.
Microsoft announced Teams at an event in New York, and launched the service worldwide on 14 March 2017. It was created, and is currently led, by Brian MacDonald, Corporate Vice President at Microsoft."
Nintendo,ORG,2,"Nintendo Co., Ltd. is a Japanese multinational consumer electronics and video game company headquartered in Kyoto. Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises of all-time, such as Mario, The Legend of Zelda, Animal Crossing, and Pokémon.

Nintendo was founded in 1889 by Fusajiro Yamauchi and originally produced handmade hanafuda playing cards. By 1963, the company had tried several small niche businesses, such as cab services and love hotels, without major success. Abandoning previous ventures in favor of toys in the 1960s, Nintendo developed into a video game company in the 1970s. Supplemented since the 1980s by its major divisions Nintendo of America and Nintendo of Europe, it ultimately became one of the most influential in the video game industry and one of Japan's most-valuable companies with a market value of over $37 billion in 2018."
OEM,ORG,3,"An original equipment manufacturer (OEM) is a company that produces parts and equipment that may be marketed by another manufacturer. For example,  Foxconn, a Taiwanese electronics company, manufactures parts and equipment for OEMs including Apple, Dell, Google, Huawei and Nintendo.
The term is also used in several other ways, which causes ambiguity. It sometimes means the maker of a system that includes other companies' subsystems, an end-product producer, an automotive part that is manufactured by the same company that produced the original part used in the automobile's assembly, or a value-added reseller."
Office,ORG,13,"An office is generally a room or other area where an organization's employees perform administrative work in order to support and realize objects and goals of the organization. The word ""office"" may also denote a position within an organization with specific duties attached to it (see officer, office-holder, official); the latter is in fact an earlier usage, office as place originally referring to the location of one's duty. When used as an adjective, the term ""office"" may refer to business-related tasks. In law, a company or organization has offices in any place where it has an official presence, even if that presence consists of (for example) a storage silo rather than an establishment with desk-and-chair. An office is also an architectural and design phenomenon: ranging from a small office such as a bench in the corner of a small business of extremely small size (see small office/home office), through entire floors of buildings, up to and including massive buildings dedicated entirely to one company. In modern terms an office is usually the location where white-collar workers carry out their functions. As per James Stephenson, ""Office is  that part of business enterprise which is devoted to the direction and co-ordination of its various activities.""
Offices in classical antiquity were often part of a palace complex or of a large temple. The High Middle Ages (1000–1300) saw the rise of the medieval chancery, which was usually the place where most government letters were written and where laws were copied in the administration of a kingdom. With the growth of large, complex organizations in the 18th century, the first purpose-built office spaces were constructed. As the Industrial Revolution intensified in the 18th and 19th centuries, the industries of banking, rail, insurance, retail, petroleum, and telegraphy grew dramatically, requiring many clerks, and as a result more office space was assigned to house their activities. The time-and-motion study, pioneered in manufacturing by F. W. Taylor (1856-1915) led to the ""Modern Efficiency Desk"" of 1915 with a flat top and drawers below, designed to allow managers an easy view of the workers.
However, by the middle of the 20th century, it became apparent that an efficient office required discretion in the control of privacy, and gradually the cubicle system evolved.The main purpose of an office environment is to support its occupants in performing their jobs. Work spaces in an office are typically used for conventional office activities such as reading, writing and computer work. There are nine generic types of work space, each supporting different activities. In addition to individual cubicles, one can find meeting rooms, lounges, and spaces for support activities, such as photocopying and filing. Some offices also have a kitchen area where workers can make their lunches. There are many different ways of arranging the space in an office and whilst these vary according to function, managerial fashions and the culture of specific companies can be even more important.  
While offices can be built in almost any location and in almost any building, some modern requirements for offices make this more difficult, such as requirements for light, networking, and security. The major purpose of an office building is to provide a workplace and working environment - primarily for administrative and managerial workers. These workers usually occupy set areas within the office building, and usually are provided with desks, PCs and other equipment they may need within these areas."
Office Commercial,ORG,3,"The Office of Commercial Space Transportation (generally referred to as FAA/AST or simply AST) is the branch of the United States Federal Aviation Administration (FAA) that approves any commercial rocket launch operations — that is, any launches that are not classified as model, amateur, or ""by and for the government"" — in the case of a U.S. launch operator and/or a launch from the U.S."
Office Consumer Services,ORG,2,"The Consumer Protection Act, 1986 (COPRA)  is an Act of the Parliament of India enacted in 1986 to protect the interests of consumers in India. It is replaced by The consumer protection act 2019  It is made for the establishment of consumer councils and other authorities for the settlement of consumer's grievances and for matters connected there with it. The act was passed in Assembly in October 1986 and came into force on December 24, 1986. The statute on the right was made before this act."
OneDrive,ORG,3,"Microsoft OneDrive is a file hosting service and synchronization service operated by Microsoft as part of its web version of Office. First launched in August 2007, OneDrive allows users to store files and personal data like Windows settings or BitLocker recovery keys in the cloud, share files, and sync files across Android, Windows Phone, and iOS mobile devices, Windows and macOS computers, and the Xbox 360 and Xbox One consoles. Users can upload Microsoft Office documents directly to OneDrive.
OneDrive offers 5 GB of storage space free of charge, with 50 GB, 1 TB, and 5 TB storage options available either separately or with Office 365 subscriptions."
Oracle,ORG,9,"An oracle is a person or agency considered to provide wise and insightful counsel or prophetic predictions or precognition of the future, inspired by the gods. As such it is a form of divination."
PHP,ORG,2,"PHP is a general-purpose programming language originally designed for web development. It was originally created by Rasmus Lerdorf in 1994; the PHP reference implementation is now produced by The PHP Group. PHP originally stood for Personal Home Page, but it now stands for the recursive initialism PHP: Hypertext Preprocessor.PHP code may be executed with a command line interface (CLI), embedded into HTML code, or used in combination with various web template systems, web content management systems, and web frameworks. PHP code is usually processed by a PHP interpreter implemented as a module in a web server or as a Common Gateway Interface (CGI) executable. The web server outputs the results of the interpreted and executed PHP code, which may be any type of data, such as generated HTML code or binary image data. PHP can be used for many programming tasks outside of the web context, such as standalone graphical applications and robotic drone control.The standard PHP interpreter, powered by the Zend Engine, is free software released under the PHP License. PHP has been widely ported and can be deployed on most web servers on almost every operating system and platform, free of charge.The PHP language evolved without a written formal specification or standard until 2014, with the original implementation acting as the de facto standard which other implementations aimed to follow. Since 2014, work has gone on to create a formal PHP specification.As of September 2019, over 60% of sites on the web using PHP are still on discontinued/""EOLed"" version 5.6 or older; versions prior to 7.2 are no longer officially supported by The PHP Development Team, but security support is provided by third parties, such as Debian."
Premier Support Services,ORG,2,"The Premier League, often referred to as the English Premier League or the EPL outside England, is the top level of the English football league system. Contested by 20 clubs, it operates on a system of promotion and relegation with the English Football League (EFL). Seasons run from August to May with each team playing 38 matches (playing all 19 other teams both home and away). Most games are played on Saturday and Sunday afternoons. The Premier League has featured 47 English and two Welsh clubs since its inception, making it a cross-border league.
The competition was founded on 20 February 1992 following the decision of clubs in the Football League First Division to break away from the Football League, founded in 1888, and take advantage of a lucrative television rights deal. The deal was worth £1 billion a year domestically as of 2013–14, with Sky and BT Group securing the domestic rights to broadcast 116 and 38 games respectively. The league is a corporation in which the member clubs act as shareholders, and generates €2.2 billion per year in domestic and international television rights. Clubs were apportioned central payment revenues of £2.4 billion in 2016–17, with a further £343 million in solidarity payments to English Football League (EFL) clubs.The Premier League is the most-watched sports league in the world, broadcast in 212 territories to 643 million homes and a potential TV audience of 4.7 billion people. For the 2018–19 season average Premier League match attendance was at 38,181, second to the Bundesliga's 43,500, while aggregated attendance across all matches is the highest of any league at 14,508,981. Most stadium occupancies are near capacity. The Premier League ranks second in the UEFA coefficients of leagues based on performances in European competitions over the past five seasons as of 2019, only behind Spain's La Liga.Forty-nine clubs have competed since the inception of the Premier League in 1992. Six of them have won the title: Manchester United (13), Chelsea (5), Manchester City (4), Arsenal (3), Blackburn Rovers (1), and Leicester City (1). The record of most points in a Premier League season is 100, set by Manchester City in 2017–18."
Premium Subscriptions,ORG,4,"LinkedIn () is an American business and employment-oriented service that operates via websites and mobile apps. Founded on December 28, 2002, and launched on May 5, 2003, it is mainly used for professional networking, including employers posting jobs and job seekers posting their CVs. As of 2015, most of the company's revenue came from selling access to information about its members to recruiters and sales professionals. Since December 2016 it has been a wholly owned subsidiary of Microsoft. As of June 2019, LinkedIn had 630 million registered members in 150 countries.
LinkedIn allows members (both workers and employers) to create profiles and ""connections"" to each other in an online social network which may represent real-world professional relationships. Members can invite anyone (whether an existing member or not) to become a connection. LinkedIn participated in the EU's International Safe Harbor Privacy Principles."
SAP,ORG,4,"Soap is a salt of a fatty acid used in a variety of cleansing and lubricating products. In a domestic setting, soaps are usually used for washing, bathing, and other types of housekeeping. In industry, soaps are used as thickeners, components of some lubricants, and precursors to catalysts.
When used for cleaning, soap solubilizes particles and grime, which can then be separated from the article being cleaned. Where soaps act as surfactants, emulsifying oils to enable them to be carried away by water. 
Soap is created by mixing fats and oils with a base, as opposed to detergent which is created by combining chemical compounds in a mixer.
Humans have used soap for cleaning for millennia. Evidence exists of the production of soap-like materials in around 2800 BC in ancient Babylon."
SEC,ORG,3,"Organisms of many species are specialized into male and female varieties, each known as a sex. Sexual reproduction involves the combining and mixing of genetic traits: specialized cells known as gametes combine to form offspring that inherit traits from each parent. The gametes produced by an organism define its sex: males produce small gametes (e.g. spermatozoa, or sperm, in animals) while females produce large gametes (ova, or egg cells). Individual organisms which produce both male and female gametes are termed hermaphroditic. Gametes can be identical in form and function (known as isogamy), but, in many cases, an asymmetry has evolved such that two different types of gametes (heterogametes) exist (known as anisogamy).
Physical differences are often associated with the different sexes of an organism; these sexual dimorphisms can reflect the different reproductive pressures the sexes experience. For instance, mate choice and sexual selection can accelerate the evolution of physical differences between the sexes.
Among humans and other mammals, males typically carry an X and a Y chromosome (XY), whereas females typically carry two X chromosomes (XX), which are a part of the XY sex-determination system. Humans may also be intersex. Other animals have various sex-determination systems, such as the ZW system in birds, the X0 system in insects, and various environmental systems, for example in reptiles and crustaceans. Fungi may also have more complex allelic mating systems, with sexes not accurately described as male, female, or hermaphroditic.

"
Sales Solutions,ORG,2,"Sales are activities related to selling or the number of goods or services sold in a given targeted time period.
The seller, or the provider of the goods or services, completes a sale in response to an acquisition, appropriation, requisition, or a direct interaction with the buyer at the point of sale. There is a passing of title (property or ownership) of the item, and the settlement of a price, in which agreement is reached on a price for which transfer of ownership of the item will occur. The seller, not the purchaser, typically executes the sale and it may be completed prior to the obligation of payment. In the case of indirect interaction, a person who sells goods or service on behalf of the owner is known as a salesman or saleswoman or salesperson, but this often refers to someone selling goods in a store/shop, in which case other terms are also common, including salesclerk, shop assistant, and retail clerk.
In common law countries, sales are governed generally by the common law and commercial codes. In the United States, the laws governing sales of goods are somewhat uniform to the extent that most jurisdictions have adopted Article 2 of the Uniform Commercial Code, albeit with some non-uniform variations."
Select Plus,ORG,3,"One Plus Technology (Shenzhen) Co., Ltd., commonly referred to as OnePlus, is a Chinese smartphone manufacturer, which is based in Shenzhen, Guangdong. It was founded by Pete Lau (CEO) and Carl Pei in December 2013. The company officially serves 34 countries and regions around the world as of July 2018. They have released numerous phones, amongst other products. It is currently majority owned by Oppo as its only shareholder, which is a subsidiary of BBK Electronics along with Oppo, Realme and Vivo. However, both OnePlus and Oppo denies OnePlus is a subsidiary and maintain they are independent companies, although OnePlus confirmed it uses Oppo’s manufacturing line and shares part of the supply chain resources with Oppo. The headquarters is in the Tairan Building (泰然大厦) in Chegongmiao (车公庙), Futian District."
SharePoint,ORG,2,"SharePoint is a web-based collaborative platform that integrates with Microsoft Office. Launched in 2001, SharePoint is primarily sold as a document management and storage system, but the product is highly configurable and usage varies substantially among organizations.
Microsoft states that SharePoint has 190 million users across 200,000 customer organizations.

"
Skype,ORG,3,"Skype () is a telecommunications application that specializes in providing video chat and voice calls between computers, tablets, mobile devices, the Xbox One console, and smartwatches via the Internet. Skype also provides instant messaging services.  Users may transmit text, video, audio and images. Skype allows video conference calls.
At the end of 2010, there were over 660 million worldwide users, with over 300 million estimated active each month as of August 2015. At one point in February 2012, there were 34 million users concurrently online on Skype.First released in August 2003, Skype was created by the Swede Niklas Zennström and the Dane Janus Friis, in cooperation with Ahti Heinla, Priit Kasesalu, and Jaan Tallinn, Estonians who developed the backend that was also used in the music-sharing application Kazaa. In September 2005, eBay acquired Skype for $2.6 billion. In September 2009, Silver Lake, Andreessen Horowitz, and the Canada Pension Plan Investment Board announced the acquisition of 65% of Skype for $1.9 billion from eBay, which attributed to the enterprise a market value of $2.92 billion. Microsoft bought Skype in May 2011 for $8.5 billion. Skype division headquarters are in Luxembourg, but most of the development team and 44% of all the division's employees are still situated in Tallinn and Tartu, Estonia.Skype allows users to communicate over the Internet by voice, using a microphone, by video using a webcam, and by instant messaging. Skype implements a freemium business model. Skype-to-Skype calls are free of charge, while calls to landline telephones and mobile phones (over traditional telephone networks) are charged via a debit-based user account system called Skype Credit. Some network administrators have banned Skype on corporate, government, home, and education networks, citing such reasons as inappropriate usage of resources, excessive bandwidth usage and security concerns.Skype originally featured a hybrid peer-to-peer and client–server system. Skype has been powered entirely by Microsoft-operated supernodes since May 2012. The 2013 mass surveillance disclosures revealed that Microsoft had granted intelligence agencies unfettered access to supernodes and Skype communication content.Throughout 2016 and 2017, Microsoft redesigned its Skype clients in a way that transitioned Skype from peer-to-peer service to a centralized Azure service and adjusted the user interfaces of apps to make text-based messaging more prominent than voice calling. Skype for Windows, iOS, Android, Mac and Linux received significant, visible overhauls."
Software Assurance,ORG,10,"Software assurance (SwA) is defined as ""the level of confidence that software is free from vulnerabilities, either intentionally designed into the software or accidentally inserted at any time during its lifecycle, and that the software functions in the intended manner.""The main objective of software assurance is to ensure that the processes, procedures, and products used to produce and sustain the software conform to all requirements and standards specified to govern those processes, procedures, and products.  A secondary objective of software assurance is to ensure that the software-intensive systems we produce are more secure.  For such software-intensive systems, a preventive dynamic and static analysis of the potential vulnerabilities is required, and holistic, system-level understanding is recommended. As stated by Gary McGraw, ""Design flaws account for 50% of security problems. One can't find design defects by staring at code. A higher-level understanding is required. That's why architectural risk analysis plays an essential role in any solid software security program."""
Sony,ORG,2,"A son is a male offspring; a boy or man in relation to his parents. The female counterpart is a daughter.  From a biological perspective, a son constitutes a first degree relative."
System Center,ORG,2,"System Center Operations Manager (SCOM) is a cross-platform data center monitoring system for operating systems and hypervisors.  It uses a single interface that shows state, health and performance information of computer systems.  It also provides alerts generated according to some availability, performance, configuration or security situation being identified.  It works with Microsoft Windows Server and Unix-based hosts."
Talent Solutions Marketing Solutions,ORG,2,"LinkedIn () is an American business and employment-oriented service that operates via websites and mobile apps. Founded on December 28, 2002, and launched on May 5, 2003, it is mainly used for professional networking, including employers posting jobs and job seekers posting their CVs. As of 2015, most of the company's revenue came from selling access to information about its members to recruiters and sales professionals. Since December 2016 it has been a wholly owned subsidiary of Microsoft. As of June 2019, LinkedIn had 630 million registered members in 150 countries.
LinkedIn allows members (both workers and employers) to create profiles and ""connections"" to each other in an online social network which may represent real-world professional relationships. Members can invite anyone (whether an existing member or not) to become a connection. LinkedIn participated in the EU's International Safe Harbor Privacy Principles."
Visual Studio,ORG,2,"Microsoft Visual Studio is an integrated development environment (IDE) from Microsoft. It is used to develop computer programs, as well as websites, web apps, web services and mobile apps. Visual Studio uses Microsoft software development platforms such as Windows API, Windows Forms, Windows Presentation Foundation, Windows Store and Microsoft Silverlight. It can produce both native code and managed code.
Visual Studio includes a code editor supporting IntelliSense (the code completion component) as well as code refactoring. The integrated debugger works both as a source-level debugger and a machine-level debugger. Other built-in tools include a code profiler, designer for building GUI applications, web designer, class designer, and database schema designer. It accepts plug-ins that enhance the functionality at almost every level—including adding support for source control systems (like Subversion and Git) and adding new toolsets like editors and visual designers for domain-specific languages or toolsets for other aspects of the software development lifecycle (like the Azure DevOps client: Team Explorer).
Visual Studio supports 36 different programming languages and allows the code editor and debugger to support (to varying degrees) nearly any programming language, provided a language-specific service exists. Built-in languages include C, C++, C++/CLI, Visual Basic .NET, C#, F#, JavaScript, TypeScript, XML, XSLT, HTML, and CSS. Support for other languages such as Python, Ruby, Node.js, and M among others is available via plug-ins. Java (and J#) were supported in the past.
The most basic edition of Visual Studio, the Community edition, is available free of charge. The slogan for Visual Studio Community edition is ""Free, fully-featured IDE for students, open-source and individual developers"".
The currently supported Visual Studio version is 2019."
Xbox,ORG,2,
AI,ORG,16,
Amazon,ORG,2,
Antitrust Compliance Office,ORG,2,
Apple,ORG,5,"In mathematics and computer science, apply is a function that applies functions to arguments. It is central to programming languages derived from lambda calculus, such as LISP and Scheme, and also in functional languages. It has a role in the study of the denotational semantics of computer programs, because it is a continuous function on complete partial orders. Apply is also a continuous function in homotopy theory, and, indeed underpins the entire theory: it allows a homotopy deformation to be viewed as a continuous path in the space of functions.  Likewise, valid mutations (refactorings) of computer programs can be seen as those that are ""continuous"" in the Scott topology.
The most general setting for apply is in category theory, where it is right adjoint to currying in closed monoidal categories. A special case of this are the Cartesian closed categories, whose internal language is simply typed lambda calculus."
Bing,ORG,3,"Bing is a web search engine owned and operated by Microsoft. The service has its origins in Microsoft's previous search engines: MSN Search, Windows Live Search and later Live Search. Bing provides a variety of search services, including web, video, image and map search products. It is developed using ASP.NET.
Bing, Microsoft's replacement for Live Search, was unveiled by Microsoft CEO Steve Ballmer on May 28, 2009, at the All Things Digital conference in San Diego, California, for release on June 3, 2009. Notable new features at the time included the listing of search suggestions while queries are entered and a list of related searches (called ""Explore pane"") based on semantic technology from Powerset, which Microsoft had acquired in 2008.In July 2009, Microsoft and Yahoo! announced a deal in which Bing would power Yahoo! Search. All Yahoo! Search global customers and partners made the transition by early 2012. The deal was altered in 2015, meaning Yahoo! was only required to use Bing for a ""majority"" of searches.In October 2011, Microsoft stated that they were working on new back-end search infrastructure with the goal of delivering faster and slightly more relevant search results for users. Known as ""Tiger"", the new index-serving technology had been incorporated into Bing globally since August that year. In May 2012, Microsoft announced another redesign of its search engine that includes ""Sidebar"", a social feature that searches users' social networks for information relevant to the search query.As of October 2018, Bing is the third largest search engine globally, with a query volume of 4.58%, behind Google (77%) and Baidu (14.45%). Yahoo! Search, which Bing largely powers, has 2.63%."
Board Directors,ORG,3,"A board of directors is a group of people who jointly supervise the activities of an organization, which can be either a for-profit business, nonprofit organization, or a government agency. Such a board's powers, duties, and responsibilities are determined by government regulations (including the jurisdiction's corporations law) and the organization's own constitution and bylaws. These authorities may specify the number of members of the board, how they are to be chosen, and how often they are to meet.
In an organization with voting members, the board is accountable to, and might be subordinate to, the organization's full membership, which usually vote for the members of the board. In a stock corporation, non-executive directors are voted for by the shareholders, with the board having ultimate responsibility for the management of the corporation. The board of directors appoints the chief executive officer of the corporation and sets out the overall strategic direction. In corporations with dispersed ownership, the identification and nomination of directors (that shareholders vote for or against) are often done by the board itself, leading to a high degree of self-perpetuation. In a non-stock corporation with no general voting membership, the board is the supreme governing body of the institution, and its members are sometimes chosen by the board itself."
Business Development,ORG,2,"Business development entails tasks and processes to develop and implement growth opportunities within and between organizations. It is a subset of the fields of business, commerce and organizational theory. Business development is the creation of long-term value for an organization from customers, markets, and relationships. Business development can be taken to mean any activity by either a small or large organization, non-profit or for-profit enterprise which serves the purpose of ‘developing’ the business in some way. In addition, business development activities can be done internally or externally by a business development consultant. External business development can be facilitated through Planning Systems, which are put in place by governments to help small businesses. In addition, reputation building has also proven to help facilitate business development."
CA Technologies,ORG,3,"CA Technologies, formerly known as CA, Inc. and Computer Associates International, Inc., was an American multinational corporation headquartered in New York City. Since November 5, 2018, the company has been a subsidiary of Broadcom Inc.Prior to the Broadcom acquisition, CA was ranked as one of the largest independent software corporations in the world. The company creates systems software and applications software that run in mainframe, distributed computing, virtual machine, cloud computing environments, mobile devices and the Internet of Things (IoT).
The company had been a provider of anti-virus and Internet security commercial software programs for personal computers. Today, it is primarily known for its business-to-business (B2B) software with a product portfolio focused on agile software development, DevOps and computer security software spanning across a wide range of environments such as mainframe, distributed computing, cloud computing and mobile devices. CA Technologies states that its computer software products are used by ""a majority of the Fortune Global 500 companies, government organizations, educational institutions, and thousands of other companies in diverse industries worldwide.""CA Technologies maintains offices in more than 40 countries and employs approximately 11,300 people. CA holds more than 1,500 patents worldwide, and has more than 900 patent applications pending. It was headquartered on Long Island for most of its history, at first Jericho, NY and Garden City in Nassau County, then Suffolk County for 22 years in Islandia before moving to Manhattan in June 2014. It was once the second-largest software company in the United States.
The company avoided indictment for involvement in the 35 day month accounting scandal by reaching a deferred-prosecution agreement with the government in 2004 in which it agreed to pay $225 million in shareholder restitution.The company markets nearly 200 software products. Some of the best known are ACF2, TopSecret (security), Datacom (database), Easytrieve (report generator), IDMS (database management), InterTest (debugging), Librarian, Panvalet (library management), and TLMS (tape library management)."
Cisco Systems,ORG,2,"Cisco Systems, Inc. is an American multinational technology conglomerate headquartered in San Jose, California, in the center of Silicon Valley.  Cisco develops, manufactures and sells networking hardware, software, telecommunications equipment and other high-technology services and products. Through its numerous acquired subsidiaries, such as OpenDNS, Webex, Jabber and Jasper, Cisco specializes into specific tech markets, such as Internet of Things (IoT), domain security and energy management. Cisco is incorporated in California.Cisco stock was added to the Dow Jones Industrial Average on June 8, 2009, and is also included in the S&P 500 Index, the Russell 1000 Index, NASDAQ-100 Index and the Russell 1000 Growth Stock Index.Cisco Systems was founded in December 1984 by Leonard Bosack and Sandy Lerner, two Stanford University computer scientists who had been instrumental in connecting computers at Stanford. They pioneered the concept of a local area network (LAN) being used to connect geographically disparate computers over a multiprotocol router system. By the time the company went public in 1990, Cisco had a market capitalization of $224 million. By the end of the dot-com bubble in the year 2000, Cisco had a more than $500 billion market capitalization."
Commission,ORG,4,
ERP,ORG,2,"Enterprise resource planning (ERP) is the integrated management of main business processes, often in real time and mediated by software and technology.
ERP is usually referred to as a category of business management software — typically a suite of integrated applications—that an organization can use to collect, store, manage, and interpret data from many business activities.
ERP provides an integrated and continuously updated view of core business processes using common databases maintained by a database management system. ERP systems track business resources—cash, raw materials, production capacity—and the status of business commitments: orders, purchase orders, and payroll. The applications that make up the system share data across various departments (manufacturing, purchasing, sales, accounting, etc.) that provide the data. ERP facilitates information flow between all business functions and manages connections to outside stakeholders.Enterprise system software is a multibillion-dollar industry that produces components supporting a variety of business functions. IT investments have become the largest category of capital expenditure in United States-based businesses over the past decade. Though early ERP systems focused on large enterprises, smaller enterprises increasingly use ERP systems.The ERP system integrates varied organizational systems and facilitates error-free transactions and production, thereby enhancing the organization's efficiency. However, developing an ERP system differs from traditional system development.
ERP systems run on a variety of computer hardware and network configurations, typically using a database as an information repository."
EU,ORG,6,"The European Union (EU) is a political and economic union of 27 member states that are located primarily in Europe. Its members have a combined area of 4,233,255.3 km2 (1,634,469.0 sq mi) and an estimated total population of about 447 million. The EU has developed an internal single market through a standardised system of laws that apply in all member states in those matters, and only those matters, where members have agreed to act as one. EU policies aim to ensure the free movement of people, goods, services and capital within the internal market, enact legislation in justice and home affairs and maintain common policies on trade, agriculture, fisheries and regional development. For travel within the Schengen Area, passport controls have been abolished. A monetary union was established in 1999, coming into full force in 2002, and is composed of 19 EU member states which use the euro currency.
The EU and European citizenship were established when the Maastricht Treaty came into force in 1993. The EU traces its origins to the European Coal and Steel Community (ECSC) and the European Economic Community (EEC), established, respectively, by the 1951 Treaty of Paris and 1957 Treaty of Rome. The original members of what came to be known as the European Communities were the Inner Six: Belgium, France, Italy, Luxembourg, the Netherlands, and West Germany. The Communities and their successors have grown in size by the accession of new member states and in power by the addition of policy areas to their remit. The latest major amendment to the constitutional basis of the EU, the Treaty of Lisbon, came into force in 2009. 
In January 2020, the United Kingdom became the first member state to leave the EU. Following a 2016 referendum, the UK signified its intention to leave and negotiated a withdrawal agreement.  
The UK is in a transitional phase until at least 31 December 2020, during which it remains subject to EU law and part of the EU single market and customs union. Before this, only three territories of member states had left the EU or its forerunners, these being French Algeria (in 1962, upon independence), Greenland (in 1985, following a referendum) and Saint Barthélemy (in 2012).
Containing in 2020 some 5.8% of the world population, the EU in 2017 (including the United Kingdom) had generated a nominal gross domestic product (GDP) of around 20 trillion US dollars, constituting approximately 25% of global nominal GDP. Additionally, all EU countries have a very high Human Development Index, according to the United Nations Development Programme. In 2012, the EU was awarded the Nobel Peace Prize. Through the Common Foreign and Security Policy, the EU has developed a role in external relations and defence. The union maintains permanent diplomatic missions throughout the world and represents itself at the United Nations, the World Trade Organization, the G7 and the G20. Due to its global influence, the European Union has been described as an emerging superpower."
Enterprise Mobility Security,ORG,2,"Enterprise mobility management (EMM) is the set of people, processes and technology focused on managing mobile devices, wireless networks, and other mobile computing services in a business context. As more workers have bought smartphone and tablet computing devices and have sought support for using these devices in the workplace, EMM has become increasingly significant.
The goal of EMM is to determine if and how available mobile IT should be integrated with work processes and objectives, and how to support workers when they are using these devices in the workplace."
Facebook,ORG,2,"Facebook is an American online social media and social networking service based in Menlo Park, California and a flagship service of the namesake company Facebook, Inc. It was founded by Mark Zuckerberg, along with fellow Harvard College students and roommates Eduardo Saverin, Andrew McCollum, Dustin Moskovitz and Chris Hughes.
The founders initially limited the website's membership to Harvard students and subsequently Columbia, Stanford, and Yale students. Membership was eventually expanded to the remaining Ivy League schools, MIT, and higher education institutions in the Boston area, then various other universities, and lastly high school students. Since 2006, anyone who claims to be at least 13 years old has been allowed to become a registered user of Facebook, though this may vary depending on local laws. The name comes from the face book directories often given to American university students.
The Facebook service can be accessed from devices with Internet connectivity, such as personal computers, tablets and smartphones. After registering, users can create a customized profile revealing information about themselves. They can post text, photos and multimedia which is shared with any other users that have agreed to be their ""friend"", or, with a different privacy setting, with any reader. Users can also use various embedded apps, join common-interest groups, buy and sell items or services on Marketplace, and receive notifications of their Facebook friends' activities and activities of Facebook pages they follow. Facebook claimed that it had more than 2.3 billion monthly active users as of December 2018. However, it faces a big problem of fake accounts. It caught 3 billion fake accounts in the last quarter of 2018 and the first quarter of 2019. Many critics questioned whether Facebook knows how many actual users it has.It receives prominent media coverage, including many controversies. These often involve user privacy (as with the Cambridge Analytica data scandal), political manipulation (as with the 2016 U.S. elections), psychological effects such as addiction and low self-esteem, and content that some users find objectionable, including fake news, conspiracy theories, and copyright infringement. Commentators have accused Facebook of helping to spread false information and fake news. In 2017, Facebook partnered with fact checkers from the Poynter Institute's International Fact-Checking Network to identify and mark false content, though most ads from political candidates are exempt from this program. Critics of the program accuse Facebook of not doing enough to remove false information from its website. Facebook is the most downloaded mobile app of the decade from 2010 to 2019 globally.

"
GDPR,ORG,5,"Gross domestic product (GDP) is a monetary measure of the market value of all the final goods and services produced in a specific time period.GDP (nominal) per capita does not, however, reflect differences in the cost of living and the inflation rates of the countries; therefore using a basis of GDP per capita at purchasing power parity (PPP) is arguably more useful when comparing living standards between nations, while Nominal GDP is more useful comparing national economies on the international market.The OECD defines GDP as ""an aggregate measure of production equal to the sum of the gross values added of all resident and institutional units engaged in production and services (plus any taxes, and minus any subsidies, on products not included in the value of their outputs).""  An IMF publication states that, ""GDP measures the monetary value of final goods and services—that are bought by the final user—produced in a country in a given period of time (say a quarter or a year).""Total GDP can also be broken down into the contribution of each industry or sector of the economy. The ratio of GDP to the total population of the region is the per capita GDP and the same is called Mean Standard of Living. GDP is considered the ""world's most powerful statistical indicator of national development and progress""."
